name,occurences,%
Arcane Breastplate of Souls,7,0.006999999999999999
Ancient Boots of Storms,10,0.01
Exquisite Ring of Abyss,10,0.01
Silver Choker of Souls,7,0.006999999999999999
Wood Mace of Arcane,1,0.001
Imbued Pendant of Vengeance,5,0.005
Mystic Quarterstaff of Brilliance,2,0.002
Silk Shirt of Abyss,6,0.006
Champion Boots of Doom,6,0.006
Divine Necklace of Might,6,0.006
Demonic Wand of Wit,3,0.003
Champion Boots of Abyss,8,0.008
Ancient Club of Might,2,0.002
Wood Boots of Torment,13,0.013
Lava-Forged Bracelet of Skill,4,0.004
Lava-Forged Amulet of Torment,2,0.002
Steel Rapier of Storms,3,0.003
Lava-Forged Boots of Insanity,11,0.011000000000000001
Enflamed Necklace of Healing,5,0.005
Champion Double Bow of Shadows,2,0.002
Ancient Breastplate of Wit,7,0.006999999999999999
Crimson Bracer of Light,8,0.008
Gold Necklace of Fiery Might,6,0.006
Bronze Scepter of Sun,1,0.001
Robe of Destruction,15,0.015
Enchanted Bracelet of Abyss,4,0.004
Engraved Choker of Brilliance,1,0.001
Forged Dagger of Fiery Might,2,0.002
Enchanted Bracelet of Wit,4,0.004
Wood Mace of Vengeance,2,0.002
Silver Amulet of Wit,2,0.002
Steel Scepter of Healing,1,0.001
Dragon Wings of Wit,8,0.008
Lava-Forged Boots of Doom,10,0.01
Steel Halberd of Skill,3,0.003
Champion Double Bow of Suffering,1,0.001
Invisibility Cloak of Brilliance,14,0.013999999999999999
True Ring of Rage,8,0.008
Sage Amulet of Storms,7,0.006999999999999999
Mystic Mace of Fiery Might,3,0.003
Forged Breastplate of Vengeance,8,0.008
Sage Bracelet of Moon,5,0.005
Diamond Necklace of Abyss,5,0.005
Tome of Rage,2,0.002
Bear Paws of Lightning,15,0.015
Necklace of Storms,5,0.005
Champion Breastplate of Doom,13,0.013
Ancient Slippers of Doom,9,0.009000000000000001
Bronze Bracelet of Destruction,6,0.006
Diamond Pendant of Suffering,6,0.006
Cast Iron Ice Flame of Light,1,0.001
Mystic Slippers of Might,5,0.005
Crimson Bracer of Wit,4,0.004
Bronze Greater Wand of Brilliance,1,0.001
Divine Cloak of Destruction,14,0.013999999999999999
Enchanted Amulet of Abyss,4,0.004
Worn Scythe of Torment,1,0.001
Bronze Bracer of Moon,10,0.01
Cryptic Pendant of Storms,4,0.004
Shadow Scythe of Moon,6,0.006
Invisibility Cloak of Vengeance,10,0.01
Silver Bracer of Wit,5,0.005
Ancient Wand of Shadows,3,0.003
Werewolf Paws of Warding,16,0.016
Lava-Forged Bracer of Souls,4,0.004
Silver Choker of Arcane,5,0.005
Worn Morningstar of Pain,1,0.001
Clown Shoes of Suffering,11,0.011000000000000001
Crimson Bracelet of Pain,9,0.009000000000000001
Enchanted Necklace of Shadows,4,0.004
Mystic Halberd of Might,2,0.002
Silk Robe of Warding,15,0.015
Leather Slippers of Wit,14,0.013999999999999999
Gold Amulet of Abyss,6,0.006
Mystic Long Bow of Abyss,2,0.002
Reinforced Boots of Sun,19,0.019
Gold Ring of Rage,9,0.009000000000000001
Shadow Long Bow of Suffering,2,0.002
Shadow Breastplate of Storms,12,0.012
Dragonscale Boots of Doom,11,0.011000000000000001
Imbued Bracelet of Healing,8,0.008
Crystal Pendant of Insanity,11,0.011000000000000001
Bronze Halberd of Destruction,2,0.002
Mystic Slippers of Abyss,13,0.013
Enflamed Pendant of Brilliance,7,0.006999999999999999
Ancient Scythe of Void,3,0.003
Ancient Boots of Wit,9,0.009000000000000001
Sage Bracelet of Shadows,6,0.006
Pendant of Arcane,5,0.005
Worn Scythe of Arcane,1,0.001
Enflamed Bracer of Healing,10,0.01
Bronze Choker of Abyss,7,0.006999999999999999
Cracked Tome of Abyss,1,0.001
Silver Choker of Rage,5,0.005
Ancient Short Bow of Brilliance,1,0.001
Werewolf Chest of Shadows,8,0.008
Plague Pendant of Shadows,5,0.005
Champion Warhammer of Fiery Might,2,0.002
Bronze Breastplate of Souls,10,0.01
Pegasus Sandles of Souls,8,0.008
Dragonscale Bracelet of Arcane,6,0.006
Steel Dagger of Wit,3,0.003
Invisibility Cloak of Fiery Might,9,0.009000000000000001
Mystic Slippers of Sun,9,0.009000000000000001
Worn Bracer of Sun,2,0.002
Double Bow of Skill,3,0.003
Robe of Lightning,10,0.01
Dragonscale Boots of Light,12,0.012
Silver Bracelet,7,0.006999999999999999
Ice Flame of Rage,1,0.001
Diamond Choker of Skill,5,0.005
Ancient Slippers of Shadows,15,0.015
Cryptic Amulet of Moon,4,0.004
Steel Mace of Doom,1,0.001
Lava-Forged Breastplate of Doom,11,0.011000000000000001
Dragonscale Ring of Fiery Might,9,0.009000000000000001
Bronze Rapier,2,0.002
Cloak of Suffering,9,0.009000000000000001
Enchanted Ring of Shadows,5,0.005
Imbued Choker of Storms,7,0.006999999999999999
Lava-Forged Fire Flame of Torment,2,0.002
Lava-Forged Bracelet of Doom,6,0.006
Divine Pendant of Doom,7,0.006999999999999999
Lava-Forged Club of Suffering,2,0.002
Gold Bracelet of Doom,6,0.006
Cracked Long Sword of Storms,3,0.003
Elemental Choker of Souls,4,0.004
Halberd of Warding,2,0.002
Leather Jacket of Storms,4,0.004
Werewolf Paws of Moon,8,0.008
Silver Necklace of Warding,3,0.003
Worn Ice Flame of Light,2,0.002
Silk Shirt of Wit,13,0.013
Leather Shoes,11,0.011000000000000001
Elemental Bracelet of Insanity,5,0.005
Lava-Forged Pendant of Void,6,0.006
Demonic Spear,2,0.002
Leather Boots of Insanity,13,0.013
Dragonscale Ring of Warding,6,0.006
Lava-Forged Choker,3,0.003
Quarterstaff of Sun,1,0.001
Gold Choker of Suffering,8,0.008
Champion Morningstar of Rage,2,0.002
Sage Bracer of Abyss,3,0.003
Engraved Necklace of Rage,6,0.006
Cracked Double Bow of Skill,1,0.001
Dragonscale Pendant of Destruction,5,0.005
Worn Fire Flame of Souls,1,0.001
Silk Tunic of Rage,13,0.013
Diamond Bracer of Brilliance,5,0.005
Worn Pendant of Might,8,0.008
Mystic Fire Flame of Shadows,3,0.003
Reinforced Shoes of Fiery Might,18,0.018000000000000002
Crystal Ring of Wit,5,0.005
Bronze Amulet of Healing,5,0.005
Greater Wand of Doom,3,0.003
Plague Necklace of Wit,5,0.005
Worn Scythe of Skill,1,0.001
Sage Bracer of Shadows,8,0.008
Sage Necklace of Suffering,6,0.006
Ancient Rapier of Abyss,1,0.001
Exquisite Bracelet of Insanity,2,0.002
Gold Necklace of Might,1,0.001
Ancient Axe of Moon,2,0.002
Sage Choker of Light,5,0.005
Wood Wand of Brilliance,3,0.003
Arcane Breastplate of Might,13,0.013
Possessed Bracer of Sun,6,0.006
Divine Choker of Void,6,0.006
Axe of Might,2,0.002
Dragon Talons of Doom,13,0.013
Cracked Ice Flame of Vengeance,1,0.001
Ancient Slippers of Destruction,9,0.009000000000000001
Bronze Pendant of Doom,2,0.002
Forged Wand of Torment,1,0.001
Shadow Breastplate of Doom,10,0.01
Imbued Amulet of Rage,3,0.003
Reinforced Wand of Storms,1,0.001
Possessed Bracelet of Abyss,5,0.005
Gold Amulet of Moon,4,0.004
Cracked Halberd of Insanity,1,0.001
Champion Breastplate of Lightning,17,0.017
Worn Bracelet of Torment,5,0.005
Crimson Amulet of Healing,7,0.006999999999999999
Reinforced Scythe of Warding,1,0.001
Lion Chest of Warding,16,0.016
Leather Slippers of Might,8,0.008
Cracked Short Bow of Light,3,0.003
Werewolf Chest of Destruction,16,0.016
Possessed Bracelet of Suffering,4,0.004
Forged Dagger of Lightning,1,0.001
Arcane Breastplate of Lightning,13,0.013
Plague Bracer of Skill,3,0.003
Ancient Greater Wand of Souls,1,0.001
Bear Chest of Healing,9,0.009000000000000001
Mystic Boots of Brilliance,17,0.017
Amulet of Doom,2,0.002
Greater Wand of Abyss,3,0.003
Gold Bracer of Souls,9,0.009000000000000001
Shadow Halberd of Insanity,1,0.001
Ancient Boots of Sun,15,0.015
Wood Rapier of Lightning,1,0.001
Cast Iron Breastplate of Doom,11,0.011000000000000001
Cryptic Bracelet of Doom,6,0.006
Gold Amulet of Souls,2,0.002
Lava-Forged Morningstar of Fiery Might,3,0.003
Cracked Breastplate of Storms,9,0.009000000000000001
Ancient Shoes of Torment,5,0.005
Cryptic Ring of Wit,4,0.004
Champion Scythe of Shadows,1,0.001
Demon Chest of Shadows,12,0.012
Engraved Ring of Destruction,6,0.006
Crystal Necklace of Pain,4,0.004
Wood Greater Wand of Storms,2,0.002
Possessed Ring of Moon,6,0.006
Engraved Amulet of Suffering,10,0.01
Steel Morningstar of Vengeance,1,0.001
Robe of Arcane,11,0.011000000000000001
Worn Greater Wand of Skill,2,0.002
Leather Breastplate of Warding,19,0.019
Enflamed Bracelet of Storms,7,0.006999999999999999
Possessed Pendant of Void,5,0.005
Worn Warhammer of Might,2,0.002
Robe of Healing,14,0.013999999999999999
Sage Bracelet of Light,5,0.005
Lava-Forged Ice Flame of Shadows,4,0.004
Dragon Wings of Storms,16,0.016
Champion Boots of Storms,8,0.008
Crystal Bracelet of Storms,4,0.004
Possessed Necklace of Skill,6,0.006
Leather Jacket of Rage,9,0.009000000000000001
Mystic Ice Flame,1,0.001
Dragonscale Boots of Rage,10,0.01
Bronze Ring of Vengeance,3,0.003
Reinforced Greater Wand of Vengeance,2,0.002
Sage Necklace of Healing,6,0.006
Cast Iron Greater Wand of Skill,1,0.001
Sage Choker of Void,5,0.005
Cryptic Bracer,3,0.003
Worn Amulet of Moon,6,0.006
Ancient Scythe of Moon,2,0.002
Mystic Double Bow of Sun,1,0.001
Arcane Breastplate of Shadows,11,0.011000000000000001
Engraved Ring of Shadows,3,0.003
Worn Amulet of Insanity,5,0.005
Mystic Club of Souls,1,0.001
Mystic Shoes of Suffering,10,0.01
Engraved Bracelet of Abyss,10,0.01
Engraved Necklace of Light,4,0.004
Leather Breastplate of Torment,8,0.008
Lion Paws of Fiery Might,9,0.009000000000000001
Engraved Bracer of Lightning,5,0.005
Steel Dagger of Moon,1,0.001
Tunic of Pain,13,0.013
Enflamed Ring of Fiery Might,9,0.009000000000000001
Champion Dagger of Doom,1,0.001
Sandles of Sun,9,0.009000000000000001
Gold Necklace of Brilliance,4,0.004
Demonic Halberd,2,0.002
Ancient Slippers of Light,13,0.013
Silver Ring of Sun,7,0.006999999999999999
Cryptic Pendant of Lightning,2,0.002
Demonic Warhammer of Vengeance,2,0.002
Ancient Slippers of Wit,8,0.008
Silver Bracelet of Insanity,7,0.006999999999999999
Enchanted Pendant of Storms,3,0.003
Double Bow of Wit,2,0.002
Lion Paws of Sun,15,0.015
Plague Bracer of Wit,8,0.008
Crystal Amulet of Sun,6,0.006
Ancient Staff of Vengeance,2,0.002
Steel Breastplate of Vengeance,11,0.011000000000000001
Forged Boots of Vengeance,15,0.015
Elemental Bracer of Lightning,2,0.002
Exquisite Pendant of Destruction,3,0.003
Demon Chest of Storms,9,0.009000000000000001
Leather Boots of Sun,17,0.017
Engraved Bracer,9,0.009000000000000001
Diamond Amulet of Vengeance,4,0.004
Steel Club of Shadows,2,0.002
Engraved Bracelet of Skill,5,0.005
Gold Necklace of Pain,4,0.004
Silver Amulet of Healing,2,0.002
Bronze Wand of Destruction,3,0.003
Mystic Breastplate,9,0.009000000000000001
Elemental Ring of Abyss,4,0.004
Sage Choker of Healing,2,0.002
Demonic Mace of Doom,2,0.002
Cloak of Wit,15,0.015
Engraved Ring of Pain,7,0.006999999999999999
Cracked Club of Brilliance,2,0.002
Gold Ring of Warding,3,0.003
Elemental Pendant of Skill,3,0.003
Worn Spear of Sun,2,0.002
Invisibility Cloak of Pain,13,0.013
Mystic Boots,12,0.012
Diamond Ring of Sun,7,0.006999999999999999
Elemental Amulet of Brilliance,1,0.001
Mystic Rapier of Shadows,1,0.001
Bracelet of Shadows,7,0.006999999999999999
Elemental Choker of Shadows,4,0.004
Mystic Morningstar of Shadows,3,0.003
Steel Breastplate of Warding,13,0.013
Bronze Bracelet of Vengeance,8,0.008
Lava-Forged Pendant of Wit,3,0.003
Wood Mace of Doom,1,0.001
Silk Robe of Light,13,0.013
Cryptic Pendant of Fiery Might,4,0.004
Tome of Vengeance,2,0.002
Silk Shirt of Arcane,19,0.019
Wood Boots of Sun,11,0.011000000000000001
Imbued Bracer of Might,7,0.006999999999999999
True Amulet of Vengeance,4,0.004
Shirt of Pain,13,0.013
Dragonscale Ring of Arcane,6,0.006
True Amulet of Moon,3,0.003
Halberd of Might,3,0.003
Jacket of Fiery Might,8,0.008
Wool Slippers of Warding,12,0.012
Imbued Necklace of Brilliance,8,0.008
Dagger of Sun,1,0.001
Shirt of Doom,10,0.01
Dragonscale Ring of Void,9,0.009000000000000001
Cryptic Choker of Warding,7,0.006999999999999999
Champion Axe of Pain,4,0.004
Bear Paws of Insanity,8,0.008
Elemental Bracer of Light,11,0.011000000000000001
Elemental Choker of Destruction,8,0.008
Cracked Scythe of Moon,2,0.002
Bronze Staff of Light,2,0.002
Wood Boots of Void,20,0.02
Crimson Choker of Vengeance,6,0.006
Forged Fire Flame of Arcane,2,0.002
Diamond Amulet of Destruction,3,0.003
Bronze Short Bow of Fiery Might,1,0.001
Ancient Boots of Light,13,0.013
True Pendant of Rage,5,0.005
Cracked Staff of Void,2,0.002
Enchanted Pendant of Shadows,5,0.005
Demonic Tome of Might,2,0.002
Mystic Breastplate of Vengeance,18,0.018000000000000002
Forged Boots of Warding,21,0.021
Lava-Forged Ring of Arcane,6,0.006
Wood Tome of Shadows,1,0.001
Crystal Amulet of Souls,3,0.003
Cracked Quarterstaff of Destruction,4,0.004
Enflamed Bracer of Moon,7,0.006999999999999999
Dragonscale Amulet of Wit,5,0.005
Mystic Warhammer of Pain,1,0.001
Bronze Bracelet of Lightning,5,0.005
Cracked Morningstar of Moon,2,0.002
Pegasus Sandles of Suffering,7,0.006999999999999999
Silver Bracer of Warding,5,0.005
Demonic Tome of Suffering,4,0.004
Cast Iron Breastplate of Vengeance,11,0.011000000000000001
Necklace of Wit,7,0.006999999999999999
Shadow Axe of Brilliance,2,0.002
Silk Robe of Skill,15,0.015
Pegasus Sandles of Lightning,13,0.013
Crimson Ring of Skill,5,0.005
Crimson Choker of Lightning,5,0.005
Champion Warhammer of Shadows,1,0.001
Ring of Suffering,7,0.006999999999999999
Elemental Choker of Healing,6,0.006
Mystic Wand of Storms,1,0.001
Crystal Bracer of Moon,8,0.008
Cryptic Necklace of Vengeance,4,0.004
Bronze Long Sword of Rage,1,0.001
Crystal Bracer of Void,5,0.005
Choker of Lightning,4,0.004
Cracked Wand of Skill,2,0.002
Steel Breastplate of Abyss,15,0.015
True Pendant of Might,3,0.003
Lava-Forged Wand of Vengeance,2,0.002
Lava-Forged Boots of Brilliance,14,0.013999999999999999
Crimson Ring,6,0.006
Cryptic Necklace of Void,5,0.005
Cast Iron Staff of Light,5,0.005
Cloak of Pain,14,0.013999999999999999
Dragonscale Shoes of Souls,8,0.008
Lava-Forged Pendant of Lightning,5,0.005
Cracked Long Bow of Torment,2,0.002
Forged Breastplate of Destruction,8,0.008
Cast Iron Boots of Sun,7,0.006999999999999999
Divine Bracer of Lightning,8,0.008
Engraved Necklace of Skill,4,0.004
Shadow Club of Light,2,0.002
Shadow Breastplate of Fiery Might,14,0.013999999999999999
Lava-Forged Boots of Destruction,10,0.01
Enchanted Bracer of Skill,8,0.008
True Amulet of Lightning,5,0.005
Wood Long Bow of Light,1,0.001
Lava-Forged Bracelet of Torment,12,0.012
Wood Dagger of Healing,2,0.002
True Bracer of Moon,6,0.006
Pendant of Sun,3,0.003
Mystic Long Bow of Lightning,1,0.001
Dragonscale Slippers,11,0.011000000000000001
Engraved Bracer of Skill,5,0.005
Lava-Forged Amulet of Insanity,7,0.006999999999999999
Shadow Tome of Lightning,2,0.002
Cast Iron Breastplate of Warding,4,0.004
Forged Boots of Suffering,12,0.012
Possessed Bracer of Suffering,7,0.006999999999999999
Imbued Necklace of Healing,3,0.003
Cast Iron Long Bow,2,0.002
Dragonscale Shoes of Shadows,17,0.017
Worn Bracelet,8,0.008
Halberd of Destruction,2,0.002
Wood Boots of Arcane,10,0.01
Sage Choker of Sun,5,0.005
Axe of Light,4,0.004
Leather Jacket of Doom,12,0.012
Diamond Bracelet of Suffering,6,0.006
Lava-Forged Choker of Fiery Might,3,0.003
Wood Fire Flame of Suffering,3,0.003
Exquisite Bracer,14,0.013999999999999999
Bronze Amulet of Suffering,5,0.005
Shadow Breastplate of Moon,13,0.013
Imbued Bracer of Vengeance,12,0.012
Enflamed Amulet of Void,7,0.006999999999999999
Demonic Short Bow of Warding,2,0.002
Cast Iron Breastplate of Abyss,9,0.009000000000000001
Divine Ring of Souls,4,0.004
Enchanted Pendant of Vengeance,4,0.004
Shadow Long Bow of Pain,2,0.002
Lava-Forged Boots of Rage,16,0.016
Divine Bracelet of Lightning,8,0.008
Crystal Choker of Souls,3,0.003
Worn Scepter of Brilliance,1,0.001
Mystic Breastplate of Brilliance,16,0.016
Leather Shoes of Insanity,12,0.012
Bronze Amulet of Pain,3,0.003
Demonic Tome of Doom,2,0.002
Tunic of Light,11,0.011000000000000001
Cryptic Ring of Shadows,6,0.006
Cryptic Choker of Doom,2,0.002
Lava-Forged Scepter of Souls,1,0.001
Bracer of Abyss,4,0.004
Silver Choker of Storms,5,0.005
Forged Fire Flame of Fiery Might,4,0.004
Cryptic Ring of Brilliance,4,0.004
Bear Paws of Pain,9,0.009000000000000001
Silk Shirt of Void,9,0.009000000000000001
Enchanted Ring,3,0.003
Lava-Forged Necklace,4,0.004
Wood Dagger of Pain,2,0.002
Champion Breastplate of Light,7,0.006999999999999999
Silver Ring of Destruction,4,0.004
Crystal Pendant of Storms,7,0.006999999999999999
Lava-Forged Scepter of Fiery Might,3,0.003
Leather Jacket of Lightning,11,0.011000000000000001
Plague Ring of Moon,6,0.006
Dagger of Souls,3,0.003
Bronze Breastplate of Doom,15,0.015
Enflamed Ring of Warding,7,0.006999999999999999
Pendant of Warding,6,0.006
Long Bow of Moon,1,0.001
Ancient Shoes of Suffering,15,0.015
Enflamed Ring of Suffering,7,0.006999999999999999
Cryptic Amulet of Shadows,4,0.004
Wood Club of Moon,1,0.001
Lava-Forged Bracelet of Fiery Might,10,0.01
Crystal Necklace of Rage,4,0.004
Ancient Quarterstaff of Suffering,2,0.002
True Bracelet of Void,6,0.006
Steel Quarterstaff of Moon,1,0.001
Worn Ring of Abyss,5,0.005
Crimson Necklace of Torment,6,0.006
Worn Dagger of Suffering,3,0.003
Enflamed Bracer of Doom,3,0.003
Pendant of Might,5,0.005
Cast Iron Morningstar of Moon,2,0.002
Exquisite Ring of Healing,6,0.006
Exquisite Necklace of Lightning,2,0.002
Steel Morningstar of Brilliance,1,0.001
Possessed Ring of Might,9,0.009000000000000001
Imbued Choker of Pain,4,0.004
Mystic Morningstar of Souls,2,0.002
Possessed Ring of Warding,8,0.008
Divine Necklace of Rage,5,0.005
Ancient Long Bow of Destruction,1,0.001
Dragonscale Boots of Pain,11,0.011000000000000001
Silver Bracelet of Might,5,0.005
True Amulet of Torment,6,0.006
Demonic Double Bow of Healing,2,0.002
Leather Jacket of Void,12,0.012
Elemental Bracer of Torment,7,0.006999999999999999
Demonic Fire Flame of Warding,3,0.003
True Bracer of Sun,6,0.006
Enflamed Choker of Wit,3,0.003
Mystic Rapier of Storms,2,0.002
Dragonscale Breastplate of Sun,14,0.013999999999999999
Cast Iron Boots of Destruction,11,0.011000000000000001
Steel Wand of Wit,2,0.002
Reinforced Boots of Insanity,14,0.013999999999999999
Cryptic Bracer of Storms,9,0.009000000000000001
Worn Choker of Pain,4,0.004
Demonic Wand of Destruction,2,0.002
Bronze Choker,3,0.003
Cast Iron Spear of Skill,1,0.001
Ancient Breastplate of Skill,14,0.013999999999999999
Divine Pendant of Light,5,0.005
Mystic Mace of Torment,2,0.002
Champion Breastplate of Rage,13,0.013
True Ring of Destruction,9,0.009000000000000001
Shadow Staff of Sun,1,0.001
Possessed Bracelet of Fiery Might,11,0.011000000000000001
Worn Choker of Void,5,0.005
Worn Club of Suffering,2,0.002
Ancient Breastplate of Fiery Might,9,0.009000000000000001
Dragonscale Slippers of Healing,11,0.011000000000000001
Sage Bracer of Destruction,3,0.003
Imbued Pendant of Doom,3,0.003
Shadow Morningstar of Abyss,1,0.001
Arcane Breastplate of Skill,14,0.013999999999999999
Dragonscale Ring of Light,4,0.004
Diamond Amulet of Void,4,0.004
Worn Short Bow,1,0.001
Cracked Boots of Healing,12,0.012
Bronze Club of Might,1,0.001
Possessed Bracer of Arcane,7,0.006999999999999999
Cracked Boots of Rage,7,0.006999999999999999
True Necklace of Insanity,6,0.006
Steel Mace of Fiery Might,1,0.001
Dragonscale Slippers of Rage,14,0.013999999999999999
Gold Ring of Light,7,0.006999999999999999
Gold Amulet of Void,6,0.006
Lava-Forged Spear of Pain,4,0.004
Lava-Forged Choker of Torment,3,0.003
Forged Staff of Moon,1,0.001
Diamond Bracelet of Healing,6,0.006
Plague Amulet of Vengeance,7,0.006999999999999999
Ancient Long Sword of Warding,2,0.002
Sage Bracelet of Void,8,0.008
Bronze Amulet of Torment,6,0.006
Wood Double Bow of Lightning,2,0.002
Reinforced Breastplate of Shadows,9,0.009000000000000001
Imbued Pendant,6,0.006
Morningstar of Torment,3,0.003
Enchanted Ring of Arcane,8,0.008
Plague Choker of Shadows,3,0.003
Cracked Greater Wand,1,0.001
Lava-Forged Bracer of Doom,3,0.003
Plague Choker of Doom,1,0.001
Wood Morningstar of Doom,2,0.002
Engraved Ring of Insanity,9,0.009000000000000001
Sage Pendant of Might,5,0.005
Forged Quarterstaff of Healing,2,0.002
Silver Necklace of Insanity,4,0.004
Wood Fire Flame of Sun,2,0.002
Dragonscale Pendant of Pain,2,0.002
Cracked Scepter of Souls,2,0.002
Crystal Bracer of Abyss,8,0.008
